X,Y,Z,CU_pct,AU_gpt,DENSITY,Hole ID
445107.960667,494105.751705,3127.464683,,,,WP050
445107.309555,494105.757387,3125.573645,0.16,0.79,3.12,WP050
445106.528221,494105.764205,3123.304401,0.21,0.46,3.15,WP050
445105.877110,494105.769888,3121.413364,0.27,1,3.09,WP050
445105.225998,494105.775570,3119.522327,0.25,1.17,3.15,WP050
445104.574887,494105.781252,3117.631289,0.26,1.11,3.11,WP050
445103.923775,494105.786934,3115.740252,0.25,0.78,3.12,WP050
445103.272664,494105.792616,3113.849215,0.33,0.51,3.08,WP050
445102.621552,494105.798298,3111.958178,0.31,0.88,3.16,WP050
445101.970441,494105.803981,3110.067141,0.28,1.13,3.16,WP050
445101.319329,494105.809663,3108.176104,0.25,0.85,3.13,WP050
445100.668218,494105.815345,3106.285067,0.57,0.69,3,WP050
445100.017106,494105.821027,3104.394029,0.44,0.45,3.2,WP050
445099.365995,494105.826709,3102.502992,0.29,0.49,3.3,WP050
445098.714883,494105.832391,3100.611955,0.38,0.73,3.16,WP050
445098.063772,494105.838074,3098.720918,0.51,1.05,3.13,WP050
445097.412660,494105.843756,3096.829881,0.37,0.35,3.19,WP050
445096.761377,494105.849377,3094.938903,0.22,0.28,3.15,WP050
445096.108890,494105.854574,3093.048338,0.27,0.32,3.21,WP050
445095.455028,494105.859285,3091.158248,0.3,0.34,1.23,WP050
445094.799791,494105.863511,3089.268632,0.25,0.57,3.17,WP050
445094.143180,494105.867251,3087.379493,0.3,1.25,3.27,WP050
445093.485195,494105.870506,3085.490830,0.61,1.6,3.14,WP050
445092.825837,494105.873275,3083.602646,0.5,1.34,3.09,WP050
445092.165106,494105.875559,3081.714942,0.28,1.43,3.11,WP050
445091.503002,494105.877357,3079.827718,0.68,5.86,3.04,WP050
445090.839525,494105.878670,3077.940975,0.47,2.05,3.22,WP050
445090.174677,494105.879498,3076.054716,0.62,0.33,3.19,WP050
445089.508457,494105.879840,3074.168940,0.65,0.22,3.14,WP050
445088.840866,494105.879696,3072.283649,0.54,0.18,3.2,WP050
445088.171904,494105.879067,3070.398844,0.51,0.55,3.22,WP050
445087.501571,494105.877952,3068.514526,0.87,2.88,3.23,WP050
445086.829869,494105.876352,3066.630697,0.8,0.83,3.24,WP050
445086.156797,494105.874267,3064.747357,0.59,0.43,3.19,WP050
445085.482356,494105.871696,3062.864507,0.44,0.19,3.16,WP050
445084.806547,494105.868639,3060.982149,0.37,0.86,3.16,WP050
445084.129368,494105.865098,3059.100284,0.35,0.26,3.06,WP050
445083.450822,494105.861070,3057.218912,0.39,0.29,3.16,WP050
445082.770908,494105.856557,3055.338036,1.11,0.51,3.16,WP050
445082.089627,494105.851559,3053.457655,0.4,2.78,3.12,WP050
445081.406979,494105.846075,3051.577772,0.24,1.16,3.17,WP050
445080.723137,494105.840104,3049.698324,0.17,0.65,3.16,WP050
445080.039131,494105.833638,3047.818938,0.22,0.7,3.17,WP050
445079.355133,494105.826673,3045.939550,0.15,0.83,3.19,WP050
445078.671144,494105.819212,3044.060161,0.27,0.84,3.2,WP050
445077.987162,494105.811253,3042.180771,0.24,1.1,3.19,WP050
445077.303190,494105.802797,3040.301380,0.42,1,3.17,WP050
445076.619225,494105.793844,3038.421989,0.47,2.03,3.19,WP050
445075.935269,494105.784393,3036.542597,0.42,0.89,3.08,WP050
445075.251322,494105.774444,3034.663204,0.2,0.3,3.17,WP050
445074.567383,494105.763999,3032.783811,0.34,1.31,3.02,WP050
445073.883452,494105.753056,3030.904417,0.47,0.93,3.19,WP050
445073.199531,494105.741615,3029.025024,0.41,1.59,3.42,WP050
445072.515618,494105.729678,3027.145630,0.91,1.17,3.06,WP050
445071.831713,494105.717243,3025.266237,0.27,1.11,3.23,WP050
445071.147817,494105.704310,3023.386843,0.13,1.12,3.06,WP050
445070.463931,494105.690880,3021.507450,0.83,1.65,3.36,WP050
445069.780053,494105.676953,3019.628058,0.14,1,3.07,WP050
445069.096183,494105.662528,3017.748665,0.15,1.25,3.4,WP050
445068.412323,494105.647606,3015.869274,0.25,1.18,3.34,WP050
445067.728472,494105.632187,3013.989883,0.24,0.65,3.05,WP050
445067.044630,494105.616271,3012.110493,0.2,0.73,3.15,WP050
445066.360796,494105.599856,3010.231104,0.31,1.16,3.07,WP050
445065.676972,494105.582945,3008.351717,0.18,0.58,3.13,WP050
445064.993157,494105.565536,3006.472330,0.19,1.85,3.13,WP050
445064.309348,494105.547817,3004.592944,0.12,1.83,3.16,WP050
445063.625524,494105.530905,3002.713557,0.21,3.05,3.17,WP050
445062.941681,494105.514989,3000.834167,0.35,1.02,3.12,WP050
445062.257821,494105.500067,2998.954775,0.46,3.74,3.16,WP050
445061.573943,494105.486140,2997.075382,0.46,0.98,3.2,WP050
445060.890047,494105.473207,2995.195989,0.38,1.18,3.12,WP050
445060.206134,494105.461269,2993.316596,0.62,1.46,3.11,WP050
445059.522204,494105.450326,2991.437202,0.31,1.95,3.16,WP050
445058.838256,494105.440378,2989.557810,0.37,1,3.12,WP050
445058.154292,494105.431425,2987.678418,0.26,0.32,3.16,WP050
445057.470311,494105.423466,2985.799028,0.44,0.66,3.14,WP050
445056.786313,494105.416502,2983.919640,0.45,0.93,3.14,WP050
445056.102300,494105.410657,2982.040254,0.38,0.86,3.2,WP050
445055.418285,494105.406677,2980.160864,0.23,0.63,3.17,WP050
445054.734268,494105.404688,2978.281472,0.29,0.69,3.2,WP050
445054.050250,494105.404688,2976.402078,0.22,0.94,3.19,WP050
445053.366233,494105.406677,2974.522686,0.3,0.55,3.16,WP050
445052.682218,494105.410657,2972.643296,0.33,0.58,3.19,WP050
445051.998207,494105.416626,2970.763909,0.26,1.09,3.22,WP050
445051.314226,494105.424585,2968.884519,0.25,0.56,3.17,WP050
445050.630279,494105.434533,2967.005127,0.22,0.4,3.24,WP050
445049.946365,494105.446471,2965.125733,0.74,2.18,3.14,WP050
445049.262487,494105.460398,2963.246341,0.46,1.07,3.19,WP050
445048.578645,494105.476315,2961.366951,0.1,0.75,3.19,WP050
445047.894845,494105.494248,2959.487564,0.11,0.83,3.16,WP050
445047.211118,494105.514364,2957.608172,0.04,0.64,3.14,WP050
445046.527472,494105.536689,2955.728776,0.03,0.88,3.15,WP050
445045.843908,494105.561223,2953.849378,0.05,0.63,2.45,WP050
445045.160425,494105.587966,2951.969980,0.03,0.47,3.05,WP050
445044.477026,494105.616919,2950.090585,0.1,0.28,3.12,WP050
445043.793710,494105.648081,2948.211195,0.04,0.5,3.14,WP050
445043.110487,494105.681447,2946.331808,0.06,0.5,3.07,WP050
445042.427380,494105.717004,2944.452420,0.12,0.39,3.01,WP050
445041.744390,494105.754750,2942.573032,0.05,0.88,3.11,WP050
445041.061519,494105.794689,2940.693646,0.1,0.55,3.04,WP050
445040.378786,494105.836846,2938.814258,0.13,0.57,3.05,WP050
445039.696196,494105.881226,2936.934870,0.07,0.49,3.05,WP050
445039.013750,494105.927830,2935.055483,0.08,1.06,3.21,WP050
445038.331475,494105.976648,2933.176091,0.18,1.04,3.12,WP050
445037.649397,494106.027667,2931.296685,0.06,0.67,3.12,WP050
445036.967517,494106.080887,2929.417268,0.22,2.49,3.09,WP050
445036.285836,494106.136310,2927.537843,0.33,1.29,3.22,WP050
445035.604356,494106.193934,2925.658411,0.31,1.53,3.15,WP050
445034.923076,494106.253760,2923.778975,0.33,2.02,3.17,WP050
445034.241998,494106.315787,2921.899538,0.36,0.62,3.15,WP050
445033.561123,494106.380016,2920.020101,0.31,0.95,3.19,WP050
445032.880450,494106.446446,2918.140667,0.33,0.54,3.17,WP050
445032.199982,494106.515077,2916.261238,0.43,0.98,3.21,WP050
445031.519719,494106.585910,2914.381817,0.42,0.42,3.16,WP050
445030.839662,494106.658943,2912.502406,0.31,0.42,3.19,WP050
445030.159811,494106.734178,2910.623006,0.38,0.61,3.17,WP050
445029.480130,494106.811229,2908.743619,0.33,0.34,3.14,WP050
445028.800394,494106.887785,2906.864231,0.28,0.3,3.17,WP050
445028.120564,494106.963461,2904.984842,0.23,0.24,3.19,WP050
445027.440642,494107.038259,2903.105451,0.33,0.59,3.17,WP050
445026.760626,494107.112177,2901.226058,0.42,0.4,3.2,WP050
445026.080518,494107.185215,2899.346665,0.65,0.7,3.2,WP050
445025.400317,494107.257374,2897.467272,0.35,0.57,3.16,WP050
445024.720024,494107.328653,2895.587878,0.16,0.54,3.17,WP050
445024.039638,494107.399053,2893.708485,0.38,0.54,3.22,WP050
445023.359161,494107.468574,2891.829092,0.4,0.33,3.16,WP050
445022.678591,494107.537214,2889.949701,0.61,2.74,3.16,WP050
445021.997929,494107.604976,2888.070310,0.9,0.47,3.15,WP050
445021.317175,494107.671857,2886.190922,0.71,0.53,3.04,WP050
445020.636330,494107.737860,2884.311536,0.3,0.89,3.15,WP050
445019.955400,494107.802981,2882.432149,0.38,1,3.12,WP050
445019.274392,494107.867222,2880.552761,0.27,0.64,3.16,WP050
445018.593306,494107.930583,2878.673370,0.33,0.55,3.15,WP050
445017.912143,494107.993062,2876.793979,0.29,0.26,3.13,WP050
445017.230903,494108.054660,2874.914586,0.53,0.16,3.21,WP050
445016.549585,494108.115377,2873.035193,0.76,0.33,3.11,WP050
445015.868190,494108.175213,2871.155799,0.92,0.92,3.13,WP050
445015.186717,494108.234169,2869.276406,0.45,0.33,3.14,WP050
445014.505168,494108.292243,2867.397013,0.55,0.52,3.15,WP050
445013.823542,494108.349436,2865.517620,0.39,0.22,3.17,WP050
445013.141840,494108.405749,2863.638229,0.31,0.17,3.15,WP050
445012.460061,494108.461180,2861.758840,0.29,0.42,3.13,WP050
445011.778206,494108.515730,2859.879452,0.27,0.23,3.14,WP050
445011.096289,494108.569571,2858.000067,0.32,0.31,3.13,WP050
445010.414400,494108.623736,2856.120680,0.23,0.14,3.14,WP050
445009.732554,494108.678396,2854.241292,0.41,1.21,3.13,WP050
445009.050751,494108.733552,2852.361903,0.45,0.92,3.15,WP050
445008.368992,494108.789204,2850.482513,0.79,0.38,3.15,WP050
445007.687275,494108.845351,2848.603123,0.55,0.39,3.17,WP050
445007.005601,494108.901994,2846.723731,0.63,0.58,3.17,WP050
445006.323970,494108.959132,2844.844339,0.63,3.18,3.14,WP050
445005.642383,494109.016766,2842.964946,0.75,0.42,3.27,WP050
445004.960839,494109.074895,2841.085553,0.87,0.73,3.21,WP050
445004.279338,494109.133520,2839.206160,1,0.38,3.15,WP050
445003.597880,494109.192641,2837.326766,0.54,0.46,3.14,WP050
445002.916465,494109.252257,2835.447373,0.52,0.21,3.19,WP050
445002.235094,494109.312368,2833.567979,0.53,0.28,3.16,WP050
445001.553767,494109.372975,2831.688586,0.73,0.28,3.13,WP050
445000.872483,494109.434078,2829.809193,0.64,0.54,3.17,WP050
445000.191242,494109.495676,2827.929800,0.6,0.1,3.17,WP050
444999.510045,494109.557770,2826.050408,0.48,0.18,3.08,WP050
444998.828891,494109.620359,2824.171016,0.38,0.18,3.09,WP050
444998.147782,494109.683444,2822.291626,0.72,0.83,3.08,WP050
444997.466715,494109.747024,2820.412236,0.53,0.32,3.13,WP050
444996.785693,494109.811100,2818.532847,0.41,0.22,3.15,WP050
444996.104714,494109.875671,2816.653459,1.12,1.23,3.14,WP050
444995.423779,494109.940738,2814.774072,0.55,0.19,3.16,WP050
444994.742883,494110.006239,2812.894687,0.5,0.24,3.14,WP050
444994.061991,494110.071801,2811.015302,0.37,0.8,3.11,WP050
444993.381100,494110.137363,2809.135917,0.56,0.29,3.11,WP050
444992.700209,494110.202926,2807.256531,0.33,0.38,3.12,WP050
444992.019318,494110.268488,2805.377146,0.42,1.03,3.19,WP050
444991.338427,494110.334050,2803.497761,0.19,0.66,3.2,WP050
444990.657536,494110.399613,2801.618376,0.27,0.22,3.17,WP050
444989.976645,494110.465175,2799.738990,0.51,0.91,3.16,WP050
444989.295754,494110.530738,2797.859605,0.73,2.01,3.12,WP050
444988.614863,494110.596300,2795.980220,0.44,0.17,3.25,WP050
444987.933972,494110.661862,2794.100835,0.38,0.21,3.09,WP050
444987.253080,494110.727425,2792.221449,0.29,0.33,3.12,WP050
444986.572189,494110.792987,2790.342064,0.42,0.1,3.08,WP050
444985.891298,494110.858549,2788.462679,0.36,0.25,3.12,WP050
444985.210407,494110.924112,2786.583294,0.46,0.19,3.05,WP050
444984.529516,494110.989674,2784.703908,0.35,2.06,3.08,WP050
444983.848625,494111.055236,2782.824523,0.47,0.2,3.12,WP050
444983.167734,494111.120799,2780.945138,0.66,0.13,3.05,WP050
444982.486843,494111.186361,2779.065753,0.36,0.2,3.09,WP050
444981.805952,494111.251923,2777.186367,0.5,0.45,3.09,WP050
444981.125061,494111.317486,2775.306982,0.36,0.61,3.07,WP050
444980.444169,494111.383048,2773.427597,0.45,0.99,3.01,WP050
444979.763278,494111.448611,2771.548212,0.42,0.74,3.12,WP050
444979.082387,494111.514173,2769.668827,0.27,0.2,3.09,WP050
444978.401496,494111.579735,2767.789441,0.26,0.35,3.01,WP050
444977.720605,494111.645298,2765.910056,0.22,0.14,3,WP050
444977.039714,494111.710860,2764.030671,0.4,0.57,3.02,WP050
444976.358823,494111.776422,2762.151286,0.37,0.32,3.02,WP050
444975.677932,494111.841985,2760.271900,0.31,0.63,2.96,WP050
444974.997041,494111.907547,2758.392515,0.48,0.32,3.01,WP050
444974.316150,494111.973109,2756.513130,0.49,0.45,3.02,WP050
444973.635258,494112.038672,2754.633745,0.56,0.45,2.48,WP050
444972.954367,494112.104234,2752.754359,0.34,0.17,3.13,WP050
444972.273476,494112.169796,2750.874974,0.37,0.17,3.04,WP050
444971.592585,494112.235359,2748.995589,0.39,0.23,3.14,WP050
444970.911694,494112.300921,2747.116204,0.29,0.14,3.13,WP050
444970.230803,494112.366484,2745.236818,0.44,0.24,3.11,WP050
444969.549912,494112.432046,2743.357433,0.59,0.18,3.12,WP050
444968.869021,494112.497608,2741.478048,1.16,0.2,3.15,WP050
444968.188130,494112.563171,2739.598663,3.22,0.51,3.11,WP050
444967.507239,494112.628733,2737.719277,0.94,0.2,3.09,WP050
444966.826347,494112.694295,2735.839892,1.1,0.18,3.14,WP050
444966.145456,494112.759858,2733.960507,0.54,0.24,3.13,WP050
444965.736923,494112.799195,2732.832879,,,,WP050
444812.895107,494086.813000,2978.826231,,,,WP052
444814.309320,494086.813000,2977.412017,0.09,0.04,3.13,WP052
444815.723534,494086.813000,2975.997803,0.12,0.12,3.13,WP052
444817.137747,494086.813000,2974.583590,0.14,0.35,3.14,WP052
444818.551961,494086.813000,2973.169376,0.14,0.04,3.11,WP052
444819.966175,494086.813000,2971.755163,0.11,0.02,3.11,WP052
444821.380388,494086.813000,2970.340949,0.06,0.01,3.14,WP052
444822.794602,494086.813000,2968.926736,0.06,0.01,3.11,WP052
444824.208815,494086.813000,2967.512522,0.09,0.02,3.13,WP052
444825.623029,494086.813000,2966.098309,0.09,0.03,3.14,WP052
444827.037242,494086.813000,2964.684095,0.1,0.02,3.16,WP052
444828.451456,494086.813000,2963.269881,0.12,0.07,3.13,WP052
444829.865670,494086.813000,2961.855668,0.11,0.07,3.09,WP052
444831.279883,494086.813000,2960.441454,0.09,0.03,3.16,WP052
444832.694097,494086.813000,2959.027241,0.13,0.56,3.16,WP052
444834.108310,494086.813000,2957.613027,0.13,0.07,2.99,WP052
444835.522524,494086.813000,2956.198814,0.14,0.14,3.09,WP052
444836.936737,494086.813000,2954.784600,0.16,0.07,3.16,WP052
444838.350951,494086.813000,2953.370386,0.11,0.49,3.14,WP052
444839.765164,494086.813000,2951.956173,0.12,0.48,3.11,WP052
444841.179378,494086.813000,2950.541959,0.11,0.07,3.09,WP052
444842.593592,494086.813000,2949.127746,0.14,0.63,3.15,WP052
444844.007805,494086.813000,2947.713532,0.24,0.24,3.15,WP052
444845.422019,494086.813000,2946.299319,0.17,0.32,3.06,WP052
444846.836232,494086.813000,2944.885105,0.16,0.88,3.11,WP052
444848.250446,494086.813000,2943.470892,0.14,0.44,3.13,WP052
444849.664659,494086.813000,2942.056678,0.17,0.44,3.13,WP052
444851.078873,494086.813000,2940.642464,0.27,0.19,3.11,WP052
444852.493087,494086.813000,2939.228251,0.36,0.23,3.13,WP052
444853.907300,494086.813000,2937.814037,0.32,0.05,3.12,WP052
444855.321514,494086.813000,2936.399824,0.16,0.07,3.14,WP052
444856.735727,494086.813000,2934.985610,0.11,0.03,3.14,WP052
444858.149941,494086.813000,2933.571397,0.09,0.05,3.14,WP052
444859.564154,494086.813000,2932.157183,0.15,0.06,3.14,WP052
444860.978368,494086.813000,2930.742969,0.17,0.06,3.14,WP052
444862.392581,494086.813000,2929.328756,0.18,0.07,3.16,WP052
444863.806795,494086.813000,2927.914542,0.08,0.04,3.13,WP052
444865.221009,494086.813000,2926.500329,0.16,0.12,3.21,WP052
444866.635222,494086.813000,2925.086115,0.12,0.07,3.14,WP052
444868.049436,494086.813000,2923.671902,0.08,0.11,3.12,WP052
444869.463649,494086.813000,2922.257688,0.09,0.12,3.13,WP052
444870.877863,494086.813000,2920.843475,0.14,0.25,3.14,WP052
444872.292076,494086.813000,2919.429261,0.11,0.11,3.12,WP052
444873.706290,494086.813000,2918.015047,0.14,0.13,3.12,WP052
444875.120504,494086.813000,2916.600834,0.09,0.23,3.16,WP052
444876.534717,494086.813000,2915.186620,0.21,0.09,3.13,WP052
444877.948931,494086.813000,2913.772407,0.25,0.25,3.14,WP052
444879.363144,494086.813000,2912.358193,0.26,0.37,3.15,WP052
444880.777358,494086.813000,2910.943980,0.21,0.28,3.13,WP052
444882.191571,494086.813000,2909.529766,0.24,0.47,3.14,WP052
444883.605785,494086.813000,2908.115552,0.19,1.97,3.08,WP052
444885.019998,494086.813000,2906.701339,0.21,0.12,3.09,WP052
444886.434212,494086.813000,2905.287125,0.31,0.28,3.15,WP052
444887.848426,494086.813000,2903.872912,0.2,0.27,3.13,WP052
444889.262639,494086.813000,2902.458698,0.18,0.12,3.08,WP052
444890.676853,494086.813000,2901.044485,0.1,0.13,3.07,WP052
444892.091066,494086.813000,2899.630271,0.13,0.12,3.11,WP052
444893.505280,494086.813000,2898.216058,0.3,0.16,3.13,WP052
444894.919493,494086.813000,2896.801844,0.26,0.11,3.05,WP052
444896.333707,494086.813000,2895.387630,0.19,0.17,3.09,WP052
444897.747921,494086.813000,2893.973417,0.18,0.08,3.09,WP052
444899.162134,494086.813000,2892.559203,0.33,0.14,3.09,WP052
444900.576348,494086.813000,2891.144990,0.23,1.6,3.13,WP052
444901.990561,494086.813000,2889.730776,0.21,0.13,3.13,WP052
444903.404775,494086.813000,2888.316563,0.18,0.14,3.24,WP052
444904.818988,494086.813000,2886.902349,0.21,0.17,3.13,WP052
444906.233202,494086.813000,2885.488135,0.3,0.29,3.19,WP052
444907.647415,494086.813000,2884.073922,0.1,0.15,3.14,WP052
444909.061629,494086.813000,2882.659708,0.32,0.25,3.13,WP052
444910.475843,494086.813000,2881.245495,0.21,0.13,3.15,WP052
444911.890056,494086.813000,2879.831281,0.42,0.19,3.14,WP052
444913.304270,494086.813000,2878.417068,0.34,0.35,3.13,WP052
444914.718483,494086.813000,2877.002854,0.34,0.78,3.12,WP052
444916.132697,494086.813000,2875.588641,0.35,0.5,3.15,WP052
444917.546910,494086.813000,2874.174427,0.15,0.19,3.16,WP052
444918.961124,494086.813000,2872.760213,0.15,0.23,3.15,WP052
444920.375338,494086.813000,2871.346000,0.14,0.19,3.15,WP052
444921.789551,494086.813000,2869.931786,0.16,0.27,3.11,WP052
444923.203765,494086.813000,2868.517573,0.24,0.56,3.09,WP052
444924.617978,494086.813000,2867.103359,0.43,0.53,3.16,WP052
444926.032192,494086.813000,2865.689146,0.29,0.58,3.19,WP052
444927.446405,494086.813000,2864.274932,0.5,0.95,3.19,WP052
444928.860619,494086.813000,2862.860718,0.21,1.19,3.13,WP052
444930.274832,494086.813000,2861.446505,0.37,2.4,3.21,WP052
444931.689046,494086.813000,2860.032291,0.41,2.11,3.14,WP052
444933.103260,494086.813000,2858.618078,0.43,2.29,3.21,WP052
444934.517473,494086.813000,2857.203864,0.43,2.06,3.21,WP052
444935.613491,494086.813000,2856.107847,0.45,4.09,3.22,WP052
445419.441277,493605.857479,2924.849340,0.96,1.07,,WP053
445418.823831,493605.884437,2922.947227,0.88,1.36,,WP053
445418.206386,493605.911396,2921.045114,1.11,2.1,,WP053
445417.588940,493605.938354,2919.143000,1.3,0.52,,WP053
445416.971494,493605.965312,2917.240887,1.7,1.22,,WP053
445416.045325,493606.005750,2914.387718,0.84,1.14,,WP053
445415.119157,493606.046187,2911.534548,0.79,0.94,,WP053
445414.501711,493606.073145,2909.632435,0.62,0.77,,WP053
445413.884265,493606.100104,2907.730322,0.63,0.86,,WP053
445413.266820,493606.127062,2905.828209,0.43,1.05,,WP053
445412.649374,493606.154020,2903.926096,0.51,1.14,,WP053
445411.723205,493606.194457,2901.072927,0.73,0.78,2.69,WP053
445410.797037,493606.234895,2898.219757,0.96,0.94,2.69,WP053
445410.179591,493606.261853,2896.317644,1.9,0.84,2.93,WP053
445409.562145,493606.288811,2894.415531,1.09,1.49,2.75,WP053
445408.944699,493606.315770,2892.513418,0.68,1,2.66,WP053
445408.327253,493606.342728,2890.611305,4.63,0.94,2.68,WP053
445407.709808,493606.369686,2888.709192,5.65,1.42,2.92,WP053
445407.092362,493606.396644,2886.807079,3.88,1.04,2.97,WP053
445406.474916,493606.423603,2884.904966,6.69,4.31,2.97,WP053
445405.857470,493606.450561,2883.002853,3.03,4.51,2.79,WP053
445405.240025,493606.477519,2881.100740,3.77,0.78,3.07,WP053
445404.622579,493606.504477,2879.198627,3.04,1.3,3.04,WP053
445404.005133,493606.531436,2877.296514,2.14,1.28,3,WP053
445403.387687,493606.558394,2875.394401,2.19,0.86,2.96,WP053
445402.770242,493606.585352,2873.492288,2.29,1.17,3.09,WP053
445402.152796,493606.612311,2871.590175,1.7,0.53,2.99,WP053
445401.535350,493606.639269,2869.688062,1.57,0.49,2.83,WP053
445400.917904,493606.666227,2867.785949,2.06,0.37,2.86,WP053
445399.991736,493606.706664,2864.932779,1.09,0.23,3.2,WP053
445399.065567,493606.747102,2862.079610,1.98,0.33,3,WP053
445398.448121,493606.774060,2860.177496,1.5,0.5,2.97,WP053
445397.830676,493606.801018,2858.275383,1.82,0.83,2.93,WP053
445397.213230,493606.827977,2856.373270,1.27,0.48,2.98,WP053
445396.595784,493606.854935,2854.471157,1.27,0.43,2.96,WP053
445395.978338,493606.881893,2852.569044,1.58,1.68,2.93,WP053
445395.360893,493606.908851,2850.666931,1.24,0.2,3.09,WP053
445394.743447,493606.935810,2848.764818,1.87,0.61,3.05,WP053
445394.126001,493606.962768,2846.862705,3.01,0.7,3.15,WP053
445393.508555,493606.989726,2844.960592,1.65,0.98,3.06,WP053
445392.891110,493607.016684,2843.058479,1.68,0.37,3.13,WP053
445392.273664,493607.043643,2841.156366,1.97,0.42,3.12,WP053
445391.656218,493607.070601,2839.254253,2.45,0.32,3.08,WP053
445391.038772,493607.097559,2837.352140,2.05,0.17,3.15,WP053
445390.421327,493607.124518,2835.450027,1.95,0.2,3.14,WP053
445389.803881,493607.151476,2833.547914,1.46,0.21,3.15,WP053
445389.186435,493607.178434,2831.645801,1.43,0.15,2.9,WP053
445388.568989,493607.205392,2829.743688,1.35,1.16,2.69,WP053
445387.951543,493607.232351,2827.841575,1.91,0.44,2.93,WP053
445387.334098,493607.259309,2825.939462,2.05,0.64,2.97,WP053
445386.716652,493607.286267,2824.037349,1.42,0.3,3.08,WP053
445386.099206,493607.313225,2822.135236,1.44,0.94,3.02,WP053
445385.481760,493607.340184,2820.233123,1.21,0.51,3.07,WP053
445384.864315,493607.367142,2818.331010,1.48,0.33,3.05,WP053
445384.246869,493607.394100,2816.428897,1.7,0.95,2.93,WP053
445383.629423,493607.421058,2814.526784,1.64,0.58,3.02,WP053
445383.011977,493607.448017,2812.624671,1.83,0.94,3.14,WP053
445382.394532,493607.474975,2810.722558,1.28,0.57,3.11,WP053
445381.777086,493607.501933,2808.820445,1.49,0.46,3.08,WP053
445381.159640,493607.528891,2806.918332,1.63,0.6,3.14,WP053
445380.542194,493607.555850,2805.016219,1.87,0.7,3.09,WP053
445379.924749,493607.582808,2803.114105,1.59,0.67,3.05,WP053
445379.307303,493607.609766,2801.211992,1.31,0.38,3.09,WP053
445378.689857,493607.636725,2799.309879,1.63,0.46,3.06,WP053
445378.072411,493607.663683,2797.407766,1.39,0.92,2.99,WP053
445377.454966,493607.690641,2795.505653,1.52,0.49,3.08,WP053
445376.837520,493607.717599,2793.603540,1.35,0.96,3.05,WP053
445376.220074,493607.744558,2791.701427,1.72,0.48,3.05,WP053
445375.602628,493607.771516,2789.799314,1.7,0.81,2.99,WP053
445374.985183,493607.798474,2787.897201,1.29,1.12,2.94,WP053
445374.367735,493607.825390,2785.995088,1.12,0.61,3.08,WP053
445373.750246,493607.851122,2784.092972,0.94,0.48,3.05,WP053
445373.132696,493607.875163,2782.190854,1.38,0.55,3.02,WP053
445372.515088,493607.897514,2780.288734,1.38,0.52,2.97,WP053
445371.897420,493607.918173,2778.386614,1.21,0.54,3.05,WP053
445371.279693,493607.937142,2776.484496,1.02,0.65,2.91,WP053
445370.661909,493607.954419,2774.582381,1.17,0.62,3.05,WP053
445370.044076,493607.970005,2772.680266,1.07,0.91,3.07,WP053
445369.426212,493607.983900,2770.778149,1.38,1.05,3.04,WP053
445368.808319,493607.996102,2768.876029,1.83,0.65,3,WP053
445368.190395,493608.006613,2766.973909,1.18,0.54,3.11,WP053
445367.572443,493608.015432,2765.071790,1.3,0.69,3.07,WP053
445366.954461,493608.022560,2763.169674,1.09,1,3.02,WP053
445366.336455,493608.027995,2761.267560,1.68,0.87,3.2,WP053
445365.718443,493608.031739,2759.365443,1.29,0.56,3.01,WP053
445365.100431,493608.033790,2757.463324,1.43,1.03,3.07,WP053
445364.482418,493608.034150,2755.561204,1.23,0.44,3.11,WP053
445363.864406,493608.032817,2753.659085,1.38,2.05,2.96,WP053
445363.246394,493608.029793,2751.756967,0.94,1.21,3.06,WP053
445362.628383,493608.025076,2749.854852,1.36,0.75,3.2,WP053
445362.010389,493608.018668,2747.952737,1.95,1.62,3.13,WP053
445361.392424,493608.010568,2746.050619,1.54,0.92,3.14,WP053
445360.774489,493608.000776,2744.148499,1.39,0.97,3.11,WP053
445360.156582,493607.989292,2742.246379,1.44,0.95,3.13,WP053
445359.538706,493607.976117,2740.344261,1.99,1.82,3.16,WP053
445358.920860,493607.961250,2738.442145,1.92,0.71,3.19,WP053
445358.303049,493607.944802,2736.540031,2.02,0.98,3.11,WP053
445357.685286,493607.927071,2734.637912,2.35,0.52,3.15,WP053
445357.067572,493607.908071,2732.735790,1.77,0.58,3.09,WP053
445356.449907,493607.887803,2730.833665,2.19,0.69,3.16,WP053
445355.832290,493607.866268,2728.931539,2.33,1.7,3.15,WP053
445355.214724,493607.843464,2727.029411,1.84,31.95,3.14,WP053
445354.597206,493607.819392,2725.127282,1.35,1.91,3.19,WP053
445353.979739,493607.794052,2723.225154,1.4,1.83,3.05,WP053
445353.362322,493607.767444,2721.323026,1.47,3.44,3.07,WP053
445352.744956,493607.739568,2719.420901,1.28,1.57,3,WP053
445352.127640,493607.710425,2717.518778,1.16,1.19,3.15,WP053
445351.510374,493607.680013,2715.616659,1.25,3.76,3.28,WP053
445350.893161,493607.648333,2713.714543,1.11,0.55,3.05,WP053
445350.276012,493607.615386,2711.812428,1.31,1.19,3.15,WP053
445349.658946,493607.581173,2709.910309,1.22,6.5,3.06,WP053
445349.041961,493607.545693,2708.008186,0.99,2.49,3.17,WP053
445348.425058,493607.508947,2706.106060,1.16,2.97,3.05,WP053
445347.808238,493607.470935,2704.203933,1.31,2.49,3.14,WP053
